Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
IEA,"Infrastructure and Energy Alternatives, Inc.",8.66,186862449.0,,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/iea,
IEAWW,"Infrastructure and Energy Alternatives, Inc.",0.93,0.0,,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/ieaww,
IMKTA,"Ingles Markets, Incorporated",33.03,669180401.28,,1987.0,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta,
INWK,"InnerWorkings, Inc.",4.24,221205464.0,,2006.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk,
INOD,Innodata Inc.,1.51,39074955.54,,1993.0,Technology,EDP Services,https://www.nasdaq.com/symbol/inod,
IPHS,"Innophos Holdings, Inc.",29.86,585747017.84,,2006.0,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs,
IOSP,Innospec Inc.,73.94,1805353865.74,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp,
INNT,"Innovate Biopharmaceuticals, Inc.",3.84,99776785.92,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/innt,
ISSC,"Innovative Solutions and Support, Inc.",2.3357,39334587.0843,,2000.0,Technology,EDP Services,https://www.nasdaq.com/symbol/issc,
INVA,"Innoviva, Inc.",16.39,1656040797.73,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva,
INGN,"Inogen, Inc",148.51,3196321623.02,,2014.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn,
INOV,"Inovalon Holdings, Inc.",11.51,1757160832.93,,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/inov,
INO,"Inovio Pharmaceuticals, Inc.",5.29,484018257.15,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino,
INPX,Inpixon ,3.27,5082322.29,,2014.0,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx,
INSG,Inseego Corp.,4.05,293269288.5,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/insg,
NSIT,"Insight Enterprises, Inc.",46.54,1650620962.64,,1995.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nsit,
ISIG,"Insignia Systems, Inc.",1.95,23071879.35,,1991.0,Consumer Services,Advertising,https://www.nasdaq.com/symbol/isig,
INSM,"Insmed, Inc.",16.36,1261196146.44,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insm,
INSE,"Inspired Entertainment, Inc.",6.65,142873301.55,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse,
IIIN,"Insteel Industries, Inc.",27.86,535538264.94,,,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/iiin,
PODD,Insulet Corporation,87.6,5175166574.4,,2007.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/podd,
INSY,"Insys Therapeutics, Inc.",7.65,567973286.1,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insy,
NTEC,Intec Pharma Ltd.,5.89,195701069.32,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntec,
IART,Integra LifeSciences Holdings Corporation,55.11,4694244173.85,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/iart,
IDTI,"Integrated Device Technology, Inc.",46.75,6031699632.75,,1984.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti,
IMTE,Integrated Media Technology Limited,7.01,18531713.11,,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/imte,
INTC,Intel Corporation,48.11,219574040000.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc,
NTLA,"Intellia Therapeutics, Inc.",18.78,815414510.34,,2016.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla,
IPCI,Intellipharmaceutics International Inc.,0.4798,3420501.8768,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ipci,
IPAR,"Inter Parfums, Inc.",61.2,1917631130.4,,,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ipar,
ICPT,"Intercept Pharmaceuticals, Inc.",108.81,3226702663.08,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/icpt,
IDCC,"InterDigital, Inc.",75.51,2555427844.44,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/idcc,
TILE,"Interface, Inc.",16.93,1007235891.78,,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile,
LINK,"Interlink Electronics, Inc.",3.81,24699407.04,,,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/link,
IMI,"Intermolecular, Inc.",0.9261,46075805.0676,,2011.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi,
INAP,Internap Corporation,6.94,177056847.16,,1999.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap,
IBOC,International Bancshares Corporation,40.44,2674577691.84,,,Finance,Major Banks,https://www.nasdaq.com/symbol/iboc,
IMXI,"International Money Express, Inc.",12.59,300817062.47,,2017.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/imxi,
ISCA,International Speedway Corporation,39.06,1722846527.64,,1996.0,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/isca,
IGLD,Internet Gold Golden Lines Ltd.,2.4623,68952244.8878,,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld,
IIJI,"Internet Initiative Japan, Inc.",11.0341,18937627.2162,1716282.0,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji,
IDXG,"Interpace Diagnostics Group, Inc.",1.53,43137240.75,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/idxg,
XENT,"Intersect ENT, Inc.",31.16,952101963.92,,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xent,
INTX,"Intersections, Inc.",3.61,87926990.27,,2004.0,Technology,EDP Services,https://www.nasdaq.com/symbol/intx,
IVAC,"Intevac, Inc.",4.85,110650291.05,,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac,
INTL,INTL FCStone Inc.,48.59,918675046.71,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/intl,
ITCI,Intra-Cellular Therapies Inc.,18.09,989690730.48,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itci,
XON,Intrexon Corporation,10.77,1475402504.52,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon,
IIN,IntriCon Corporation,39.95,345168000.0,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/iin,
INTU,Intuit Inc.,222.17,57469073815.4,,1993.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu,
ISRG,"Intuitive Surgical, Inc.",532.56,60818492595.84,,2000.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg,
PLW,Invesco 1-30 Laddered Treasury ETF,30.54,132849000.0,,,,,https://www.nasdaq.com/symbol/plw,
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,29.717,17830200.0,,,,,https://www.nasdaq.com/symbol/adra,
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,21.26,49961000.0,,,,,https://www.nasdaq.com/symbol/adrd,
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,37.5,127500000.0,,,,,https://www.nasdaq.com/symbol/adre,
ADRU,Invesco BLDRS Europe Select ADR Index Fund,20.5916,13384540.0,,,,,https://www.nasdaq.com/symbol/adru,
PKW,Invesco BuyBack Achievers ETF,59.53,1485273500.0,,,,,https://www.nasdaq.com/symbol/pkw,
PFM,Invesco Dividend Achievers ETF,27.14,295826000.0,,,,,https://www.nasdaq.com/symbol/pfm,
PYZ,Invesco DWA Basic Materials Momentum ETF,61.942,89815900.0,,,,,https://www.nasdaq.com/symbol/pyz,
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,53.6501,67062625.0,,,,,https://www.nasdaq.com/symbol/pez,
PSL,Invesco DWA Consumer Staples Momentum ETF,73.0162,160635640.0,,,,,https://www.nasdaq.com/symbol/psl,
PIZ,Invesco DWA Developed Markets Momentum ETF,24.71,217448000.0,,,,,https://www.nasdaq.com/symbol/piz,
PIE,Invesco DWA Emerging Markets Momentum ETF,16.16,193112000.0,,,,,https://www.nasdaq.com/symbol/pie,
PXI,Invesco DWA Energy Momentum ETF,36.2701,77980715.0,,,,,https://www.nasdaq.com/symbol/pxi,
PFI,Invesco DWA Financial Momentum ETF,32.25,32250000.0,,,,,https://www.nasdaq.com/symbol/pfi,
PTH,Invesco DWA Healthcare Momentum ETF,82.91,281894000.0,,,,,https://www.nasdaq.com/symbol/pth,
PRN,Invesco DWA Industrials Momentum ETF,57.792,106915200.0,,,,,https://www.nasdaq.com/symbol/prn,
DWLV,Invesco DWA Momentum & Low Volatility Rotation ETF,30.3801,25823115.3801,,,,,https://www.nasdaq.com/symbol/dwlv,
PDP,Invesco DWA Momentum ETF,53.8474,1513111940.0,,,,,https://www.nasdaq.com/symbol/pdp,
DWAQ,Invesco DWA NASDAQ Momentum ETF,99.67,49835000.0,,,,,https://www.nasdaq.com/symbol/dwaq,
DWAS,Invesco DWA SmallCap Momentum ETF,50.2,361440000.0,,,,,https://www.nasdaq.com/symbol/dwas,
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,24.3,51030024.3,,,,,https://www.nasdaq.com/symbol/dwin,
DWTR,Invesco DWA Tactical Sector Rotation ETF,27.57,67546527.57,,,,,https://www.nasdaq.com/symbol/dwtr,
PTF,Invesco DWA Technology Momentum ETF,57.39,131997000.0,,,,,https://www.nasdaq.com/symbol/ptf,
PUI,Invesco DWA Utilities Momentum ETF,29.66,45973000.0,,,,,https://www.nasdaq.com/symbol/pui,
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,27.55,111577527.55,,,,,https://www.nasdaq.com/symbol/idlb,
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,131.25,2008125000.0,,,,,https://www.nasdaq.com/symbol/prfz,
PAGG,Invesco Global Agriculture ETF,26.93,20197500.0,,,,,https://www.nasdaq.com/symbol/pagg,
PSAU,Invesco Global Gold and Precious Metals ETF,15.68,22736000.0,,,,,https://www.nasdaq.com/symbol/psau,
PIO,Invesco Global Water ETF,24.5,170275000.0,,,,,https://www.nasdaq.com/symbol/pio,
PGJ,Invesco Golden Dragon China ETF,32.98,173145000.0,,,,,https://www.nasdaq.com/symbol/pgj,
PEY,Invesco High Yield Equity Dividend Achievers ETF,17.69,759785500.0,,,,,https://www.nasdaq.com/symbol/pey,
IPKW,Invesco International BuyBack Achievers ETF,31.71,248923500.0,,,,,https://www.nasdaq.com/symbol/ipkw,
PID,Invesco International Dividend Achievers ETF,15.05,732935000.0,,,,,https://www.nasdaq.com/symbol/pid,
KBWB,Invesco KBW Bank ETF,52.36,853468000.0,,,,,https://www.nasdaq.com/symbol/kbwb,
KBWD,Invesco KBW High Dividend Yield Financial ETF,22.34,308292000.0,,,,,https://www.nasdaq.com/symbol/kbwd,
KBWY,Invesco KBW Premium Yield Equity REIT ETF,32.09,389893500.0,,,,,https://www.nasdaq.com/symbol/kbwy,
KBWP,Invesco KBW Property & Casualty Insurance ETF,61.84,64932000.0,,,,,https://www.nasdaq.com/symbol/kbwp,
KBWR,Invesco KBW Regional Banking ETF,52.306000000000004,130765000.0,,,,,https://www.nasdaq.com/symbol/kbwr,
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,24.4991,12249550.0,,,,,https://www.nasdaq.com/symbol/ldri,
LALT,Invesco Multi-Strategy Alternative ETF,25.26,5052000.0,,,,,https://www.nasdaq.com/symbol/lalt,
PNQI,Invesco Nasdaq Internet ETF,119.35,537075000.0,,,,,https://www.nasdaq.com/symbol/pnqi,
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,17.15,2370198600.0,,,,,https://www.nasdaq.com/symbol/pdbc,
QQQ,"Invesco QQQ Trust, Series 1",171.52,67904768000.0,,,,,https://www.nasdaq.com/symbol/qqq,
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,31.6,154840031.6,,,,,https://www.nasdaq.com/symbol/uslb,
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,62.706,84653100.0,,,,,https://www.nasdaq.com/symbol/pscd,
PSCC,Invesco S&P SmallCap Consumer Staples ETF,80.2008,100251000.0,,,,,https://www.nasdaq.com/symbol/pscc,
PSCE,Invesco S&P SmallCap Energy ETF,13.25,43725000.0,,,,,https://www.nasdaq.com/symbol/psce,
PSCF,Invesco S&P SmallCap Financials ETF,55.0022,170506820.0,,,,,https://www.nasdaq.com/symbol/pscf,
PSCH,Invesco S&P SmallCap Health Care ETF,126.5,1144825000.0,,,,,https://www.nasdaq.com/symbol/psch,
PSCI,Invesco S&P SmallCap Industrials ETF,65.1345,120498825.0,,,,,https://www.nasdaq.com/symbol/psci,
PSCT,Invesco S&P SmallCap Information Technology ETF,76.5365,378855675.0,,,,,https://www.nasdaq.com/symbol/psct,
PSCM,Invesco S&P SmallCap Materials ETF,48.32,26576000.0,,,,,https://www.nasdaq.com/symbol/pscm,
PSCU,Invesco S&P SmallCap Utilities ETF,56.3,70375000.0,,,,,https://www.nasdaq.com/symbol/pscu,
ISDX,Invesco Strategic Developed ex-US ETF,24.06,2406024.06,,,,,https://www.nasdaq.com/symbol/isdx,
ISDS,Invesco Strategic Developed ex-US Small Company ETF,23.57,2357023.57,,,,,https://www.nasdaq.com/symbol/isds,
ISEM,Invesco Strategic Emerging Markets ETF,24.75,2475024.75,,,,,https://www.nasdaq.com/symbol/isem,
IUS,Invesco Strategic US ETF,24.503,2450324.503,,,,,https://www.nasdaq.com/symbol/ius,
IUSS,Invesco Strategic US Small Company ETF,23.05,2305023.05,,,,,https://www.nasdaq.com/symbol/iuss,
VRIG,Invesco Variable Rate Investment Grade ETF,25.04,448216025.04,,,,,https://www.nasdaq.com/symbol/vrig,
PHO,Invesco Water Resources ETF,30.385,821914250.0,,,,,https://www.nasdaq.com/symbol/pho,
ISTR,Investar Holding Corporation,25.24,241578148.08,,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/istr,
ISBC,"Investors Bancorp, Inc.",12.4,3622338269.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/isbc,
ITIC,Investors Title Company,185.3,349592539.0,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic,
NVIV,InVivo Therapeutics Holdings Corp.,1.99,15449205.8,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv,
IONS,"Ionis Pharmaceuticals, Inc.",51.5,7084932765.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions,
IOVA,"Iovance Biotherapeutics, Inc.",8.97,1104830666.16,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/iova,
IPGP,IPG Photonics Corporation,137.79,7358009562.09,,2006.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp,
IPIC,iPic Entertainment Inc.,4.8,54896299.2,,2018.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ipic,
CLRG,IQ Chaikin U.S. Large Cap ETF,24.87,422790024.87,,,,,https://www.nasdaq.com/symbol/clrg,
CSML,IQ Chaikin U.S. Small Cap ETF,25.83,459774025.83,,,,,https://www.nasdaq.com/symbol/csml,
IQ,"iQIYI, Inc.",20.0,2692928500.0,134646425.0,2018.0,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq,
IRMD,iRadimed Corporation,24.57,262410843.24,,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irmd,
IRTC,"iRhythm Technologies, Inc.",77.8,1881352209.0,,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irtc,
IRIX,IRIDEX Corporation,5.09,69194172.6,,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix,
IRDM,Iridium Communications Inc,20.75,2310280805.5,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdm,
IRDMB,Iridium Communications Inc,678.0,339000000.0,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdmb,
IRBT,iRobot Corporation,96.01,2658204771.49,,2005.0,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/irbt,
IRWD,"Ironwood Pharmaceuticals, Inc.",11.88,1830223676.16,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/irwd,
IRCP,IRSA Propiedades Comerciales S.A.,25.0,83354050.0,3334162.0,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp,
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.35,1416345000.0,,,,,https://www.nasdaq.com/symbol/slqd,
ISHG,iShares 1-3 Year International Treasury Bond ETF,80.2498,76237310.0,,,,,https://www.nasdaq.com/symbol/ishg,
SHY,iShares 1-3 Year Treasury Bond ETF,82.89,15782256000.0,,,,,https://www.nasdaq.com/symbol/shy,
TLT,iShares 20+ Year Treasury Bond ETF,113.35,7730470000.0,,,,,https://www.nasdaq.com/symbol/tlt,
IEI,iShares 3-7 Year Treasury Bond ETF,118.5,7749900000.0,,,,,https://www.nasdaq.com/symbol/iei,
IEF,iShares 7-10 Year Treasury Bond ETF,100.17,9205623000.0,,,,,https://www.nasdaq.com/symbol/ief,
AIA,iShares Asia 50 ETF,56.02,910325000.0,,,,,https://www.nasdaq.com/symbol/aia,
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,52.5999,2232865755.0,,,,,https://www.nasdaq.com/symbol/usig,
COMT,iShares Commodities Select Strategy ETF,36.83,640842000.0,,,,,https://www.nasdaq.com/symbol/comt,
ISTB,iShares Core 1-5 Year USD Bond ETF,48.68,2229544000.0,,,,,https://www.nasdaq.com/symbol/istb,
IXUS,iShares Core MSCI Total International Stock ETF,56.14,11985890000.0,,,,,https://www.nasdaq.com/symbol/ixus,
IUSG,iShares Core S&P U.S. Growth ETF,58.37,5314588500.0,,,,,https://www.nasdaq.com/symbol/iusg,
IUSV,iShares Core S&P U.S. Value ETF,54.91,4738733000.0,,,,,https://www.nasdaq.com/symbol/iusv,
IUSB,iShares Core Total USD Bond Market ETF,48.46,2311542000.0,,,,,https://www.nasdaq.com/symbol/iusb,
HEWG,iShares Currency Hedged MSCI Germany ETF,25.92,277344000.0,,,,,https://www.nasdaq.com/symbol/hewg,
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.33,48660000.0,,,,,https://www.nasdaq.com/symbol/susb,
ESGD,iShares ESG MSCI EAFE ETF,61.63,425247000.0,,,,,https://www.nasdaq.com/symbol/esgd,
ESGE,iShares ESG MSCI EM ETF,31.425,345675000.0,,,,,https://www.nasdaq.com/symbol/esge,
ESGU,iShares ESG MSCI USA ETF,60.75,106312500.0,,,,,https://www.nasdaq.com/symbol/esgu,
SUSC,iShares ESG USD Corporate Bond ETF,23.7452,18996160.0,,,,,https://www.nasdaq.com/symbol/susc,
XT,iShares Exponential Technologies ETF,36.1,2326645000.0,,,,,https://www.nasdaq.com/symbol/xt,
FALN,iShares Fallen Angels USD Bond ETF,25.6847,66780220.0,,,,,https://www.nasdaq.com/symbol/faln,
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,37.6012,35721140.0,,,,,https://www.nasdaq.com/symbol/ifeu,
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,27.82,461812000.0,,,,,https://www.nasdaq.com/symbol/ifgl,
IGF,iShares Global Infrastructure ETF,41.42,2634312000.0,,,,,https://www.nasdaq.com/symbol/igf,
GNMA,iShares GNMA Bond ETF,47.3914,101891510.0,,,,,https://www.nasdaq.com/symbol/gnma,
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,49.7896,9957920.0,,,,,https://www.nasdaq.com/symbol/hyxe,
IGIB,iShares Intermediate-Term Corporate Bond ETF,52.22,5658037000.0,,,,,https://www.nasdaq.com/symbol/igib,
IGOV,iShares International Treasury Bond ETF,47.35,826257500.0,,,,,https://www.nasdaq.com/symbol/igov,
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,104.61,14875542000.0,,,,,https://www.nasdaq.com/symbol/emb,
MBB,iShares MBS ETF,101.92,11547536000.0,,,,,https://www.nasdaq.com/symbol/mbb,
JKI,iShares Morningstar Mid-Cap ETF,157.54,448989000.0,,,,,https://www.nasdaq.com/symbol/jki,
ACWX,iShares MSCI ACWI ex US Index Fund,44.56,2932048000.0,,,,,https://www.nasdaq.com/symbol/acwx,
ACWI,iShares MSCI ACWI Index Fund,70.18,9151472000.0,,,,,https://www.nasdaq.com/symbol/acwi,
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,63.91,3489486000.0,,,,,https://www.nasdaq.com/symbol/aaxj,
EWZS,iShares MSCI Brazil Small-Cap ETF,14.15,60137500.0,,,,,https://www.nasdaq.com/symbol/ewzs,
MCHI,iShares MSCI China ETF,53.94,3549252000.0,,,,,https://www.nasdaq.com/symbol/mchi,
SCZ,iShares MSCI EAFE Small-Cap ETF,57.44,9282304000.0,,,,,https://www.nasdaq.com/symbol/scz,
EEMA,iShares MSCI Emerging Markets Asia ETF,61.83,370980000.0,,,,,https://www.nasdaq.com/symbol/eema,
EMXC,iShares MSCI Emerging Markets ex China ETF,47.762,9552400.0,,,,,https://www.nasdaq.com/symbol/emxc,
EUFN,iShares MSCI Europe Financials Sector Index Fund,18.96,1020048000.0,,,,,https://www.nasdaq.com/symbol/eufn,
IEUS,iShares MSCI Europe Small-Cap ETF,50.85,203400000.0,,,,,https://www.nasdaq.com/symbol/ieus,
RING,iShares MSCI Global Gold Miners ETF,14.67,174573000.0,,,,,https://www.nasdaq.com/symbol/ring,
SDG,iShares MSCI Global Impact ETF,55.76,39032000.0,,,,,https://www.nasdaq.com/symbol/sdg,
ENZL,iShares MSCI New Zealand ETF,47.5,149625000.0,,,,,https://www.nasdaq.com/symbol/enzl,
QAT,iShares MSCI Qatar ETF,18.68,52304000.0,,,,,https://www.nasdaq.com/symbol/qat,
TUR,iShares MSCI Turkey ETF,24.29,506446500.0,,,,,https://www.nasdaq.com/symbol/tur,
UAE,iShares MSCI UAE ETF,15.1,36240000.0,,,,,https://www.nasdaq.com/symbol/uae,
IBB,iShares Nasdaq Biotechnology Index Fund,107.73,8424486000.0,,,,,https://www.nasdaq.com/symbol/ibb,
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,166.66,1291615000.0,,,,,https://www.nasdaq.com/symbol/soxx,
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,27.6455,9675925.0,,,,,https://www.nasdaq.com/symbol/amca,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,27.35,31452500.0,,,,,https://www.nasdaq.com/symbol/emif,
ICLN,iShares S&P Global Clean Energy Index Fund,8.65,160890000.0,,,,,https://www.nasdaq.com/symbol/icln,
WOOD,iShares S&P Global Timber & Forestry Index Fund,65.42,329716800.0,,,,,https://www.nasdaq.com/symbol/wood,
INDY,iShares S&P India Nifty 50 Index Fund,32.87,726427000.0,,,,,https://www.nasdaq.com/symbol/indy,
IJT,iShares S&P Small-Cap 600 Growth ETF,183.94,6217172000.0,,,,,https://www.nasdaq.com/symbol/ijt,
DVY,iShares Select Dividend ETF,98.21,16985419500.0,,,,,https://www.nasdaq.com/symbol/dvy,
SHV,iShares Short Treasury Bond ETF,110.31,15884640000.0,,,,,https://www.nasdaq.com/symbol/shv,
IGSB,iShares Short-Term Corporate Bond ETF,51.49,10133232000.0,,,,,https://www.nasdaq.com/symbol/igsb,
PFF,iShares U.S. Preferred Stock ETF,36.11,15158978000.0,,,,,https://www.nasdaq.com/symbol/pff,
ISRL,"Isramco, Inc.",122.55,333047762.4,,1983.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl,
ITI,"Iteris, Inc.",4.59,152599998.33,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti,
ITRM,Iterum Therapeutics plc,5.74,81275088.02,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm,
ITRI,"Itron, Inc.",53.99,2128087926.65,,1993.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri,
ITRN,Ituran Location and Control Ltd.,36.1,756969564.6,,2005.0,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/itrn,
IVENC,Ivy NextShares,100.02,0.0,,,,,https://www.nasdaq.com/symbol/ivenc,
IVFGC,Ivy NextShares,100.02,0.0,,,,,https://www.nasdaq.com/symbol/ivfgc,
IVFVC,Ivy NextShares,100.02,0.0,,,,,https://www.nasdaq.com/symbol/ivfvc,
IZEA,"IZEA Worldwide, Inc.",1.68,20282692.08,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea,
JJSF,J & J Snack Foods Corp.,154.92,2899504408.8,,1986.0,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf,
MAYS,"J. W. Mays, Inc.",38.6925,77995567.65,,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays,
JBHT,"J.B. Hunt Transport Services, Inc.",106.72,11651297404.0,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht,
JCOM,"j2 Global, Inc.",74.27,3657254660.57,,1999.0,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom,
JKHY,"Jack Henry & Associates, Inc.",141.5,10933206354.0,,1985.0,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy,
JACK,Jack In The Box Inc.,80.21,2186163895.63,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack,
JAGX,"Jaguar Health, Inc.",0.465,29599268.565,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx,
JAKK,"JAKKS Pacific, Inc.",2.46,71757985.98,,1996.0,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk,
JRVR,"James River Group Holdings, Ltd.",37.46,1121108012.02,,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr,
JSML,Janus Henderson Small Cap Growth Alpha ETF,40.32,8144640.0,,,,,https://www.nasdaq.com/symbol/jsml,
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,41.6022,14643974.4,,,,,https://www.nasdaq.com/symbol/jsmd,
JASN,"Jason Industries, Inc.",2.12,58077353.36,,2013.0,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn,
JASNW,"Jason Industries, Inc.",0.0179,0.0,,2013.0,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw,
JAZZ,Jazz Pharmaceuticals plc,145.57,8781013856.3,,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz,
JD,"JD.com, Inc.",21.7,20021284593.1,922639843.0,2014.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd,
JSYN,Jensyn Acquistion Corp.,11.49,23914159.98,,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn,
JSYNR,Jensyn Acquistion Corp.,0.0901,0.0,,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynr,
